,precision,recall,f1-score,support
001,0.8571428571428571,1.0,0.923076923076923,6.0
002,1.0,0.7777777777777778,0.8750000000000001,9.0
003,0.7142857142857143,0.8333333333333334,0.7692307692307692,6.0
004,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
005,0.8571428571428571,1.0,0.923076923076923,6.0
006,1.0,0.875,0.9333333333333333,8.0
007,1.0,0.5833333333333334,0.7368421052631579,12.0
008,0.8571428571428571,0.75,0.7999999999999999,8.0
009,0.42857142857142855,0.5,0.4615384615384615,6.0
010,0.5714285714285714,0.6666666666666666,0.6153846153846153,6.0
011,0.7142857142857143,0.625,0.6666666666666666,8.0
012,0.0,0.0,0.0,4.0
013,0.42857142857142855,1.0,0.6,3.0
014,0.5714285714285714,1.0,0.7272727272727273,4.0
015,0.2857142857142857,0.6666666666666666,0.4,3.0
016,0.8571428571428571,0.5454545454545454,0.6666666666666665,11.0
017,0.8571428571428571,0.75,0.7999999999999999,8.0
018,0.5714285714285714,1.0,0.7272727272727273,4.0
019,0.2857142857142857,0.5,0.36363636363636365,4.0
020,0.5714285714285714,0.8,0.6666666666666666,5.0
021,0.5714285714285714,1.0,0.7272727272727273,4.0
022,0.0,0.0,0.0,1.0
023,0.5714285714285714,1.0,0.7272727272727273,4.0
024,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
025,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
026,0.2857142857142857,0.5,0.36363636363636365,4.0
027,0.0,0.0,0.0,5.0
028,0.8571428571428571,1.0,0.923076923076923,6.0
029,0.2857142857142857,0.3333333333333333,0.30769230769230765,6.0
030,0.7142857142857143,1.0,0.8333333333333333,5.0
031,0.42857142857142855,0.75,0.5454545454545454,4.0
032,0.14285714285714285,0.3333333333333333,0.2,3.0
033,0.5714285714285714,0.4,0.47058823529411764,10.0
034,1.0,0.7777777777777778,0.8750000000000001,9.0
035,0.5714285714285714,0.8,0.6666666666666666,5.0
036,0.8571428571428571,0.75,0.7999999999999999,8.0
037,0.2857142857142857,1.0,0.4444444444444445,2.0
038,0.2857142857142857,0.4,0.3333333333333333,5.0
039,1.0,0.7,0.8235294117647058,10.0
040,1.0,0.5833333333333334,0.7368421052631579,12.0
041,0.0,0.0,0.0,2.0
042,1.0,0.875,0.9333333333333333,8.0
043,0.8571428571428571,0.75,0.7999999999999999,8.0
044,0.42857142857142855,1.0,0.6,3.0
045,1.0,0.7777777777777778,0.8750000000000001,9.0
046,0.7142857142857143,0.8333333333333334,0.7692307692307692,6.0
047,1.0,0.875,0.9333333333333333,8.0
048,0.42857142857142855,0.75,0.5454545454545454,4.0
049,1.0,0.875,0.9333333333333333,8.0
050,1.0,1.0,1.0,7.0
051,1.0,1.0,1.0,7.0
052,0.8571428571428571,1.0,0.923076923076923,6.0
053,1.0,0.7,0.8235294117647058,10.0
054,1.0,0.6363636363636364,0.7777777777777778,11.0
055,0.8571428571428571,1.0,0.923076923076923,6.0
056,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
057,1.0,1.0,1.0,7.0
058,1.0,0.875,0.9333333333333333,8.0
059,1.0,0.875,0.9333333333333333,8.0
060,0.7142857142857143,1.0,0.8333333333333333,5.0
061,0.7142857142857143,0.8333333333333334,0.7692307692307692,6.0
062,1.0,0.875,0.9333333333333333,8.0
063,0.5714285714285714,0.4444444444444444,0.5,9.0
064,0.7142857142857143,1.0,0.8333333333333333,5.0
065,0.5714285714285714,0.4444444444444444,0.5,9.0
066,1.0,0.7,0.8235294117647058,10.0
067,0.5714285714285714,0.5714285714285714,0.5714285714285714,7.0
068,0.8571428571428571,0.6666666666666666,0.75,9.0
069,0.7142857142857143,0.8333333333333334,0.7692307692307692,6.0
070,0.42857142857142855,1.0,0.6,3.0
071,0.7142857142857143,0.8333333333333334,0.7692307692307692,6.0
072,0.8571428571428571,0.6666666666666666,0.75,9.0
073,0.8571428571428571,0.6,0.7058823529411764,10.0
074,1.0,1.0,1.0,7.0
075,1.0,1.0,1.0,7.0
076,1.0,1.0,1.0,7.0
077,1.0,0.875,0.9333333333333333,8.0
078,1.0,1.0,1.0,7.0
079,0.8571428571428571,1.0,0.923076923076923,6.0
080,1.0,0.875,0.9333333333333333,8.0
081,1.0,1.0,1.0,7.0
082,1.0,0.875,0.9333333333333333,8.0
083,1.0,1.0,1.0,7.0
084,1.0,0.5384615384615384,0.7000000000000001,13.0
085,0.5714285714285714,0.6666666666666666,0.6153846153846153,6.0
086,1.0,0.875,0.9333333333333333,8.0
087,1.0,0.7777777777777778,0.8750000000000001,9.0
088,0.42857142857142855,0.75,0.5454545454545454,4.0
089,1.0,0.875,0.9333333333333333,8.0
090,1.0,0.7777777777777778,0.8750000000000001,9.0
091,0.5714285714285714,1.0,0.7272727272727273,4.0
092,1.0,0.875,0.9333333333333333,8.0
093,0.8571428571428571,0.8571428571428571,0.8571428571428571,7.0
094,1.0,0.7,0.8235294117647058,10.0
095,1.0,0.7777777777777778,0.8750000000000001,9.0
096,0.8571428571428571,0.6666666666666666,0.75,9.0
097,0.42857142857142855,0.75,0.5454545454545454,4.0
098,0.5714285714285714,0.3076923076923077,0.4,13.0
099,1.0,0.7777777777777778,0.8750000000000001,9.0
100,0.8571428571428571,0.46153846153846156,0.6,13.0
101,1.0,0.875,0.9333333333333333,8.0
102,1.0,1.0,1.0,7.0
103,0.8571428571428571,0.75,0.7999999999999999,8.0
104,1.0,0.875,0.9333333333333333,8.0
105,1.0,0.875,0.9333333333333333,8.0
106,0.8571428571428571,0.75,0.7999999999999999,8.0
