val_loss,val_accuracy,val_mean_squared_error,loss,accuracy,mean_squared_error,lr
0.6329883933067322,0.7746156454086304,0.00587450759485364,2.587489224966549,0.31908395886421204,0.014142148196697235,0.0010000000474974513
0.1231880635023117,0.9398102760314941,0.001714128302410245,0.8546774701535247,0.7395674586296082,0.006500822491943836,0.0010000000474974513
0.2944602370262146,0.9492967128753662,0.0014728558016940951,0.4382826824379338,0.8693602085113525,0.003462564665824175,0.0010000000474974513
0.04764862731099129,0.9614000916481018,0.0010264612501487136,0.29657162127319636,0.9082697033882141,0.0024229339323937893,0.0010000000474974513
0.12853467464447021,0.9489696025848389,0.0013240239350125194,0.21995741268115948,0.932824432849884,0.0018179964972659945,0.0010000000474974513
0.09761950373649597,0.9659796953201294,0.0009443038725294173,0.15583189263126732,0.9523323774337769,0.0012707014102488756,0.0010000000474974513
0.24900247156620026,0.9666339755058289,0.0009610143024474382,0.14827151277803502,0.9533078670501709,0.0012567247031256557,0.0010000000474974513
0.05380783602595329,0.968923807144165,0.0008962417487055063,0.12441941236785926,0.962722659111023,0.0010455187875777483,0.0010000000474974513
0.01380690187215805,0.9855453372001648,0.00038382652564905584,0.061557129208565334,0.9826971888542175,0.0004925854154862463,0.00010000000474974513
0.010530849918723106,0.9852796792984009,0.0003787742753047496,0.03614641464287982,0.9898219108581543,0.0002940911508630961,0.00010000000474974513
0.022727739065885544,0.9826627373695374,0.0004589184536598623,0.03481815672350732,0.9880406856536865,0.0003108350501861423,0.00010000000474974513
9.689888975117356e-05,0.9885508418083191,0.000311418145429343,0.028265485035162876,0.9918429851531982,0.00023379547928925604,0.00010000000474974513
0.036196354776620865,0.9839712381362915,0.00041824718937277794,0.02564421127017594,0.991730272769928,0.0002365454420214519,0.00010000000474974513
0.08821112662553787,0.981354296207428,0.0005318555631674826,0.02654652577536891,0.9921119809150696,0.00021977029973641038,0.00010000000474974513
0.35436713695526123,0.9820085167884827,0.0005000800592824817,0.022056108810065898,0.9930025339126587,0.00017926697910297662,0.00010000000474974513
0.019218429923057556,0.9856067895889282,0.0004002562491223216,0.019544787809752624,0.9937658905982971,0.00017740493058227003,0.00010000000474974513
0.00024789327289909124,0.9862610697746277,0.0003459526924416423,0.01986346779276681,0.9931297898292542,0.0001813192357076332,1.0000000656873453e-05
1.0728825827754918e-06,0.9858738780021667,0.0003861533768940717,0.013402812014390515,0.9961764216423035,0.00011139112029923126,1.0000000656873453e-05
0.0011186236515641212,0.9872424006462097,0.00035210917121730745,0.015282170549806268,0.9956743121147156,0.00013370494707487524,1.0000000656873453e-05
0.0013240731786936522,0.9901864528656006,0.00028898133314214647,0.015584506173099033,0.9947836995124817,0.00013130714069120586,1.0000000656873453e-05
0.007405697368085384,0.9856067895889282,0.0003877442213706672,0.011928923551629765,0.9960559606552124,0.00011060350516345352,1.0000000656873453e-05
0.004439263604581356,0.9898593425750732,0.0002878329250961542,0.014886925801148138,0.9955470561981201,0.00013141312228981405,1.0000000656873453e-05
0.0021188328973948956,0.9885508418083191,0.00030491049983538687,0.012560882425186427,0.9963038563728333,0.0001075189356924966,1.0000001111620804e-06
0.013748371973633766,0.9869152903556824,0.0003074165724683553,0.014466034171802662,0.9960559606552124,0.0001179014434455894,1.0000001111620804e-06
